Image_url,title,ref,description,url
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/4/1/414912.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
414912 ","
Las creaciones de QUERA son en si mismas, únicas. Piezas creadas en oro blanco que permiten realzar el brillo de los diamantes. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 2.6gr., con un diamante blanco talla brillante de 0.08ct y 24 diamantes blancos talla brillante (0.12ct total).",https://www.quera.es/es/anillo-oro-blanco-18kt-que-pesa-2-6gr-con-1-brillante-de-0-08ct-y-24-brillantes-que-suman-0-12ct-414912
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/5/6/567212.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
567212 ","
Las creaciones de QUERA son en si mismas, únicas. Piezas creadas en oro blanco que permiten realzar el brillo de los diamantes. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 1.90gr., con un diamante blanco talla brillante central de 0.11ct, 2 diamantes blancos talla brillante (0.12ct total) y 27 diamantes blancos talla brillante (0.1ct total).",https://www.quera.es/es/anillo-oro-blanco-18kt-que-pesa-1-90-gr-diamantes-blancos-talla-brillante-con-un-peso-total-de-0-33-ct-567212
https://www.quera.es/media/catalog/product/cache/ae7efe67959a6ca09b085105026c8db3/6/4/64602837_1.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
04062016 ","
La esencia de la elegancia. Una alianza entera de diamantes como símbolo de la eternidad. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 5.94gr., con 15 diamantes blancos talla brillante (5.58ct aprox).
",https://www.quera.es/es/pere-quera-1887-anillo-de-oro-blanco-con-diamantes-04062016
https://www.quera.es/media/catalog/product/cache/ae7efe67959a6ca09b085105026c8db3/a/3/a30-38032sk_1.jpg,"
QUERA ANILLO DE ORO BLANCO CON TOPACIO AZUL Y DIAMANTES ","
A30-45217SK:01 ","
La colección de Quera se forma mediante la combinación de diversos materiales, creando así una joya destacable. Anillo de oro blanco de 18 quilates de un peso aproximado de 2,17 gramos. Esta joya destaca por su azulado topacio sky de 5mm, con 15 diamantes de talla brillante (0,10 cts total).",https://www.quera.es/es/pere-quera-1887-anillo-de-oro-blanco-con-topacio-azul-y-diamantes-a30-45217sk-01
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/4/0/409112.jpg,"
QUERA ANILLO DE ORO BLANCO CON UN RUBI Y DIAMANTES ","
409112 ","
El rubí es la esencia de la elegancia. Permite dar un toque intimista a cualquier look para realizar la personalidad de quien lo lleva. Anillo de oro blanco de 18kt, con un peso aprox. del oro 2.40gr., con un rubí (0.63ct) de 6x4mm y 12 diamantes blancos talla brillante (0.25ct total).",https://www.quera.es/es/anillo-oro-blanco-18kt-que-pesa-2-40gr-12-diamantes-blancos-talla-brillante-con-un-peso-total-de-0-25ct-1-rubi-que-pesa-0-63ct-6-4mm-409112
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/7/3/731112_1.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
731112 ","
La joya que mejor representa una declaración de amor es el anillo de compromiso. Por ello Quera crea la joya mas simbólica sellando los sentimientos y el compromiso para toda la vida. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 3.33gr., con 1 diamante blanco central talla brillante G/VS (0.25ct aprox) y 10 diamantes blancos talla brillante (0.18ct aprox).",https://www.quera.es/es/anillo-oro-blanco-18kt-1-brillante-blanco-talla-brillante-que-pesa-0-25ct-10-brillantes-blancos-con-un-peso-total-de-0-18-calidad-g-vs-731112
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/6/5/653112.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
653112 ","
Las creaciones de QUERA son en si mismas, únicas. Piezas creadas en oro blanco que permiten realzar el brillo de los diamantes. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 1.55gr., con un diamante blanco talla navette central de 0.08ct y 14 diamantes blancos talla brillante (0.04ct total) G/VS.",https://www.quera.es/es/anillo-oro-blanco-18kt-que-pesa-1-55gr-1-diamante-talla-navette-con-un-peso-de-0-08ct-14-diamantes-talla-brillante-con-un-peso-total-de-0-04-ct-calidad-g-vs-653112
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/4/4/444012_1.jpg,"
QUERA ANILLO DE ORO BLANCO CON UN DIAMANTE ","
444012 ","
La joya que mejor representa una declaración de amor es el anillo de compromiso. Por ello Quera crea la joya mas simbólica sellando los sentimientos y el compromiso para toda la vida. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 3.55gr., con 1 diamante blancos talla brillante (0.15ct aprox).",https://www.quera.es/es/anillo-oro-blanco-18-kt-1-diamante-blanco-talla-brillante-con-un-peso-de-0-15-cts-444012
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/7/1/715012.jpg,"
QUERA ANILLO DE ORO BLANCO CON UN TOPACIO AZUL Y DIAMANTES ","
715012 ","
Todo anillo tiene una ilusión detrás. Sea amor, amistad o ese regalo que te mereces. En Quera encontrarás la ilusión perfecta para tí. Anillo de oro blanco de 18 kt, con un peso aprox. del oro de 2.77gr., con un topacio azul y 34 diamantes blancos talla brillante (0.15ct total).",https://www.quera.es/es/anillo-oro-blanco-18kt-que-pesa-2-77gr-con-brillantes-blancos-topacio-azul-715012
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/4/0/406512_1.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
406512 ","
La joya que mejor representa una declaración de amor es el anillo de compromiso. Por ello Quera crea la joya mas simbólica sellando los sentimientos y el compromiso para toda la vida. Anillo de oro blanco de 18kt, con un peso aprox. del oro de 2.07gr., con 12 diamantes blancos talla brillante (0.48ct aprox).",https://www.quera.es/es/media-alianza-oro-blanco-18kt-12-diamantes-blancos-talla-brillante-con-un-peso-total-de-0-48-cts-406512
https://www.quera.es/media/catalog/product/cache/5daf542baadf58b9746fc06ac4bf60aa/5/3/5326br388312.jpg,"
QUERA ANILLO DE ORO BLANCO CON DIAMANTES ","
388312 ","
La joya de nuestra joyería. En Quera encontrarás los últimos diseños en joyas para cualquier ocasión. Elegantes, con carácter y creadas con los mejores materiales. Anillo creado en oro blanco de 18kt., con un diamante central de 0,02ct y seis diamantes de peso total 0,05ct.",https://www.quera.es/es/quera-anillo-de-oro-blanco-con-diamantes-388312
